"Domain","CCO","CTH","EMA","EMU","PFO","SCA","ZRA","Method","Total"
"MER0003798",1,NA,NA,NA,NA,1,NA,"MEROPS",2
"MER0003825",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0004046",1,1,1,NA,1,1,NA,"MEROPS",5
"MER0004243",1,NA,NA,NA,1,1,1,"MEROPS",4
"MER0005196",1,1,1,NA,1,1,NA,"MEROPS",5
"MER0005241",1,1,NA,NA,1,NA,NA,"MEROPS",3
"MER0005244",1,1,NA,NA,1,NA,NA,"MEROPS",3
"MER0005428",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0005433",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0005440",1,NA,NA,NA,1,NA,1,"MEROPS",3
"MER0005448",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0005457",1,NA,NA,NA,1,1,1,"MEROPS",4
"MER0005466",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0005494",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0005513",1,1,NA,NA,1,1,NA,"MEROPS",4
"MER0006077",1,NA,NA,NA,1,NA,NA,"MEROPS",2
"MER0006119",1,1,1,NA,NA,1,NA,"MEROPS",4
"MER0006132",1,1,1,NA,NA,NA,1,"MEROPS",4
"MER0006257",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0011028",1,1,NA,NA,1,1,NA,"MEROPS",4
"MER0011109",1,1,1,NA,1,1,1,"MEROPS",6
"MER0011171",1,1,NA,NA,1,1,NA,"MEROPS",4
"MER0011222",1,NA,NA,NA,NA,1,NA,"MEROPS",2
"MER0011263",1,NA,NA,NA,NA,1,1,"MEROPS",3
"MER0011268",1,NA,NA,NA,NA,1,1,"MEROPS",3
"MER0011270",1,NA,1,NA,NA,1,NA,"MEROPS",3
"MER0011369",1,NA,NA,NA,1,1,1,"MEROPS",4
"MER0011436",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0011458",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0011472",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0011509",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0011686",1,NA,1,NA,1,1,1,"MEROPS",5
"MER0011785",1,1,1,NA,1,1,1,"MEROPS",6
"MER0012130",1,1,1,NA,1,1,1,"MEROPS",6
"MER0012131",1,1,NA,NA,1,1,NA,"MEROPS",4
"MER0013775",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0014121",1,1,NA,NA,1,1,NA,"MEROPS",4
"MER0014292",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0014335",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0014613",1,1,1,NA,1,1,1,"MEROPS",6
"MER0014639",1,NA,1,NA,1,1,1,"MEROPS",5
"MER0014648",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0014772",1,NA,NA,NA,1,1,1,"MEROPS",4
"MER0014776",1,NA,NA,NA,NA,1,1,"MEROPS",3
"MER0014780",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0015195",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0015493",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0015616",1,NA,NA,NA,NA,NA,1,"MEROPS",2
"MER0015620",1,NA,NA,NA,NA,1,NA,"MEROPS",2
"MER0015670",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0015672",1,1,1,NA,1,1,1,"MEROPS",6
"MER0016159",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0016349",1,NA,1,NA,NA,1,1,"MEROPS",4
"MER0017373",1,1,1,NA,NA,NA,NA,"MEROPS",3
"MER0017378",1,1,NA,NA,1,NA,NA,"MEROPS",3
"MER0017999",1,NA,NA,NA,NA,1,NA,"MEROPS",2
"MER0018000",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0018661",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0018662",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0018713",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0018838",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0018889",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0020164",1,1,NA,NA,NA,NA,NA,"MEROPS",2
"MER0020203",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0020206",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0020208",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0020209",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0020212",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0020214",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0020215",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0020218",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0020219",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0021318",1,NA,1,NA,1,NA,NA,"MEROPS",3
"MER0021865",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0021887",1,NA,NA,NA,1,NA,NA,"MEROPS",2
"MER0021904",1,NA,1,NA,NA,NA,1,"MEROPS",3
"MER0023131",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0023854",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0023868",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0024760",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0024827",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0024828",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0024886",1,1,1,NA,1,1,1,"MEROPS",6
"MER0025110",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0026545",1,1,1,NA,1,1,1,"MEROPS",6
"MER0026827",1,NA,1,NA,1,1,1,"MEROPS",5
"MER0027217",1,NA,1,NA,1,1,NA,"MEROPS",4
"MER0028757",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0029722",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0029741",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0030146",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0030163",1,1,1,NA,1,1,1,"MEROPS",6
"MER0030257",1,1,1,NA,1,1,NA,"MEROPS",5
"MER0031431",1,1,1,NA,NA,NA,NA,"MEROPS",3
"MER0031432",1,1,1,NA,NA,NA,NA,"MEROPS",3
"MER0031433",1,1,1,NA,NA,NA,NA,"MEROPS",3
"MER0031491",1,NA,NA,NA,NA,1,NA,"MEROPS",2
"MER0031616",1,1,1,NA,1,1,1,"MEROPS",6
"MER0031645",1,1,1,NA,1,1,1,"MEROPS",6
"MER0031653",1,1,1,NA,1,1,1,"MEROPS",6
"MER0033183",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0033184",1,1,1,NA,1,1,1,"MEROPS",6
"MER0033237",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0033242",1,1,NA,NA,NA,NA,NA,"MEROPS",2
"MER0034548",1,1,NA,NA,NA,1,NA,"MEROPS",3
"MER0034659",1,1,1,NA,NA,NA,NA,"MEROPS",3
"MER0034959",1,1,1,NA,NA,1,NA,"MEROPS",4
"MER0034960",1,1,NA,NA,1,1,NA,"MEROPS",4
"MER0034961",1,1,1,NA,NA,NA,NA,"MEROPS",3
"MER0035185",1,NA,NA,NA,1,1,1,"MEROPS",4
"MER0036028",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0036036",1,1,1,NA,NA,1,NA,"MEROPS",4
"MER0036070",1,1,1,NA,NA,NA,1,"MEROPS",4
"MER0036276",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0037863",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0038822",1,NA,NA,NA,NA,1,NA,"MEROPS",2
"MER0038833",1,NA,NA,NA,1,1,1,"MEROPS",4
"MER0042387",1,1,1,NA,NA,NA,NA,"MEROPS",3
"MER0043003",1,1,NA,NA,NA,NA,NA,"MEROPS",2
"MER0043475",1,1,1,NA,1,1,1,"MEROPS",6
"MER0049615",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0053242",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0055311",1,NA,NA,NA,NA,NA,1,"MEROPS",2
"MER0055964",1,NA,1,NA,1,1,NA,"MEROPS",4
"MER0056043",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0056216",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0064060",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0064620",1,NA,NA,NA,1,NA,NA,"MEROPS",2
"MER0066192",1,1,1,NA,1,1,1,"MEROPS",6
"MER0069292",1,1,1,NA,1,1,1,"MEROPS",6
"MER0077888",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0079520",1,NA,NA,NA,1,1,1,"MEROPS",4
"MER0081097",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0081108",1,NA,NA,NA,1,1,1,"MEROPS",4
"MER0090510",1,1,NA,NA,NA,1,NA,"MEROPS",3
"MER0116525",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0116559",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0123739",1,1,1,NA,1,1,1,"MEROPS",6
"MER0139248",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0140224",1,NA,1,NA,1,1,NA,"MEROPS",4
"MER0142048",1,NA,NA,NA,1,NA,NA,"MEROPS",2
"MER0144548",1,1,1,NA,1,1,1,"MEROPS",6
"MER0161504",1,1,1,NA,1,1,NA,"MEROPS",5
"MER0185888",1,NA,NA,NA,1,1,1,"MEROPS",4
"MER0194228",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0210990",1,1,1,NA,1,1,1,"MEROPS",6
"MER0213315",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0215799",1,1,1,NA,1,1,1,"MEROPS",6
"MER0216189",1,NA,1,NA,1,1,NA,"MEROPS",4
"MER0238460",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0905212",1,NA,NA,NA,1,NA,NA,"MEROPS",2
"MER0000106",NA,1,NA,NA,NA,1,NA,"MEROPS",2
"MER0000109",NA,1,1,NA,NA,NA,NA,"MEROPS",2
"MER0000430",NA,1,1,NA,NA,1,1,"MEROPS",4
"MER0001193",NA,1,NA,NA,NA,1,NA,"MEROPS",2
"MER0001380",NA,1,1,NA,NA,1,NA,"MEROPS",3
"MER0002410",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0002488",NA,1,NA,NA,NA,NA,NA,"MEROPS",1
"MER0002882",NA,1,NA,NA,NA,NA,NA,"MEROPS",1
"MER0003180",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0005018",NA,1,NA,NA,NA,NA,1,"MEROPS",2
"MER0005281",NA,1,NA,NA,NA,NA,NA,"MEROPS",1
"MER0005450",NA,1,NA,NA,1,1,1,"MEROPS",4
"MER0005815",NA,1,1,NA,1,1,NA,"MEROPS",4
"MER0005855",NA,1,NA,NA,1,1,1,"MEROPS",4
"MER0005931",NA,1,NA,NA,NA,NA,NA,"MEROPS",1
"MER0011214",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0011267",NA,1,NA,NA,NA,1,NA,"MEROPS",2
"MER0011289",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0011294",NA,1,1,NA,NA,NA,1,"MEROPS",3
"MER0011392",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0011510",NA,1,NA,NA,1,NA,1,"MEROPS",3
"MER0011774",NA,1,1,NA,1,1,NA,"MEROPS",4
"MER0014033",NA,1,1,NA,1,1,1,"MEROPS",5
"MER0014636",NA,1,NA,NA,1,NA,NA,"MEROPS",2
"MER0019715",NA,1,NA,NA,1,1,1,"MEROPS",4
"MER0024033",NA,1,1,NA,1,1,1,"MEROPS",5
"MER0026215",NA,1,NA,NA,1,1,1,"MEROPS",4
"MER0026826",NA,1,1,NA,1,1,1,"MEROPS",5
"MER0029866",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0030159",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0031564",NA,1,1,NA,NA,1,1,"MEROPS",4
"MER0034660",NA,1,NA,NA,NA,1,NA,"MEROPS",2
"MER0034722",NA,1,NA,NA,NA,NA,NA,"MEROPS",1
"MER0034962",NA,1,NA,NA,NA,NA,NA,"MEROPS",1
"MER0036275",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0039514",NA,1,NA,NA,1,1,1,"MEROPS",4
"MER0041673",NA,1,NA,NA,1,1,1,"MEROPS",4
"MER0047634",NA,1,NA,NA,NA,NA,NA,"MEROPS",1
"MER0062283",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0081262",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0093133",NA,1,NA,NA,NA,NA,NA,"MEROPS",1
"MER0099998",NA,1,NA,NA,1,NA,NA,"MEROPS",2
"MER0106207",NA,1,NA,NA,1,NA,NA,"MEROPS",2
"MER0115261",NA,1,NA,NA,1,NA,NA,"MEROPS",2
"MER0122922",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0161524",NA,1,NA,NA,1,1,NA,"MEROPS",3
"MER0173043",NA,1,NA,NA,NA,1,NA,"MEROPS",2
"MER0180658",NA,1,NA,NA,NA,NA,NA,"MEROPS",1
"MER0238846",NA,1,NA,NA,1,NA,NA,"MEROPS",2
"MER0000065",NA,NA,1,NA,1,1,1,"MEROPS",4
"MER0000377",NA,NA,1,NA,1,1,NA,"MEROPS",3
"MER0000904",NA,NA,1,NA,1,1,1,"MEROPS",4
"MER0000915",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0001382",NA,NA,1,NA,NA,1,NA,"MEROPS",2
"MER0001777",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0001936",NA,NA,1,NA,NA,NA,1,"MEROPS",2
"MER0002685",NA,NA,1,NA,NA,NA,1,"MEROPS",2
"MER0003338",NA,NA,1,NA,1,1,NA,"MEROPS",3
"MER0003549",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0003612",NA,NA,1,NA,NA,NA,1,"MEROPS",2
"MER0003631",NA,NA,1,NA,1,NA,NA,"MEROPS",2
"MER0003641",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0003727",NA,NA,1,NA,1,1,1,"MEROPS",4
"MER0004975",NA,NA,1,NA,NA,NA,1,"MEROPS",2
"MER0005434",NA,NA,1,NA,1,1,NA,"MEROPS",3
"MER0005435",NA,NA,1,NA,1,1,NA,"MEROPS",3
"MER0005824",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0005878",NA,NA,1,NA,NA,NA,1,"MEROPS",2
"MER0006036",NA,NA,1,NA,NA,1,NA,"MEROPS",2
"MER0011019",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0011036",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0011213",NA,NA,1,NA,1,1,1,"MEROPS",4
"MER0011223",NA,NA,1,NA,NA,1,NA,"MEROPS",2
"MER0011236",NA,NA,1,NA,1,1,1,"MEROPS",4
"MER0011237",NA,NA,1,NA,NA,1,1,"MEROPS",3
"MER0011250",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0011360",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0011499",NA,NA,1,NA,1,1,1,"MEROPS",4
"MER0011739",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0013626",NA,NA,1,NA,NA,1,NA,"MEROPS",2
"MER0014095",NA,NA,1,NA,1,1,NA,"MEROPS",3
"MER0014550",NA,NA,1,NA,NA,NA,1,"MEROPS",2
"MER0014640",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0015678",NA,NA,1,NA,1,NA,1,"MEROPS",3
"MER0015680",NA,NA,1,NA,NA,NA,1,"MEROPS",2
"MER0016235",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0016527",NA,NA,1,NA,1,NA,NA,"MEROPS",2
"MER0016588",NA,NA,1,NA,1,1,NA,"MEROPS",3
"MER0021929",NA,NA,1,NA,NA,1,1,"MEROPS",3
"MER0024839",NA,NA,1,NA,NA,1,NA,"MEROPS",2
"MER0025118",NA,NA,1,NA,NA,1,NA,"MEROPS",2
"MER0028239",NA,NA,1,NA,NA,NA,1,"MEROPS",2
"MER0029445",NA,NA,1,NA,NA,NA,1,"MEROPS",2
"MER0029900",NA,NA,1,NA,NA,1,1,"MEROPS",3
"MER0030161",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0030882",NA,NA,1,NA,NA,1,NA,"MEROPS",2
"MER0031325",NA,NA,1,NA,1,1,1,"MEROPS",4
"MER0039469",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0048579",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0055313",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0056186",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0064554",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0175640",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0183709",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0195774",NA,NA,1,NA,NA,NA,NA,"MEROPS",1
"MER0324208",NA,NA,1,NA,1,1,NA,"MEROPS",3
"MER0000015",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000046",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000047",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000187",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000188",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000237",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000246",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000403",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000432",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000622",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000628",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000644",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000646",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0000647",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0000657",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000659",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0000667",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0000668",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0000686",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000691",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000695",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000697",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000706",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0000709",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0000727",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000728",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000732",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0000770",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000852",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000853",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000854",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000855",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000863",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000867",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0000964",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001012",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0001019",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001050",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001056",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001063",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001075",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001077",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001084",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001090",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001104",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001105",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001113",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001121",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001122",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001130",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001139",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001146",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001165",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001198",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001202",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001205",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001207",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001246",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001260",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001349",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001424",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001551",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001552",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001553",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001649",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0001690",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0001691",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001692",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001701",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0001919",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001987",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0001991",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002062",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002172",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002240",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002282",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002288",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002301",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002331",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002332",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002336",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002350",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002356",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002383",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002384",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002386",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002424",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002459",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002464",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002481",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002485",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002577",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002579",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002628",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002705",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002707",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002708",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002758",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002801",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002827",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002849",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002891",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002897",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002899",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0002945",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002988",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0002997",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003021",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003040",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003083",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003093",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003094",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003153",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003175",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003194",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003201",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003223",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003290",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003299",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003336",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003352",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003419",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003428",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003457",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003469",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003495",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003500",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003534",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003535",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003536",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003556",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003560",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003561",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003564",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003616",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003651",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003712",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0003714",NA,NA,NA,NA,1,NA,1,"MEROPS",2
"MER0003816",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003819",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003821",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003889",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003902",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0003918",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0003969",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004015",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004093",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004123",NA,NA,NA,NA,1,1,NA,"MEROPS",2
