DOMAIN	Basidiobolus_heterosporus_B8920	Basidiobolus_meristosporus_B9252	Basidiobolus_meristosporus_CBS_931	Conidiobolus_coronatus_NRRL_28638	Conidiobolus_firmipilleus_ARSEF_2731	Conidiobolus_firmipilleus_ARSEF_6384	Conidiobolus_heterosporus_ARSEF_6386	Conidiobolus_incongruus_B7586	Conidiobolus_lamprauges_ARSEF_2338	Conidiobolus_megalotocus_ARSEF_8428	Conidiobolus_osmodes_ARSEF_79	Conidiobolus_pumilus_ARSEF_6383	Conidiobolus_rhysosporus_ARSEF_448	Conidiobolus_thromboides_ARSEF_4968	Conidiobolus_thromboides_FSU_785	Entomophthora_muscae_Berkeley_v1	Entomophthora_muscae_isoH_Trinity	Pandora_formicae_Trinity	Strongwellsea_castrans_DrSc_Trinity	Zoophthora_radicans_ATCC_208865
DUF3419	0	0	0	1	3	1	2	2	1	1	1	0	3	1	1	0	0	1	1	1
UNC45-central	1	1	2	0	1	0	2	0	2	1	1	0	1	1	1	0	1	2	2	1
DUF3128	0	1	1	0	1	1	0	2	2	1	1	1	0	0	1	2	1	2	2	1
Amidase_2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0
SF3a60_bindingd	1	3	1	1	0	1	0	2	2	1	0	0	1	0	0	0	1	3	2	1
Glyco_hydro_9	4	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Mhr1	1	2	0	1	0	1	1	2	1	1	0	1	2	1	0	2	1	1	1	1
Mago_nashi	1	1	1	1	0	1	1	2	1	1	1	1	1	0	1	0	1	2	2	1
DUF1690	0	0	1	0	1	1	2	2	2	1	1	0	0	1	1	2	1	1	2	1
Nrap_D4	1	3	1	1	1	1	0	2	0	1	0	0	1	0	1	1	1	2	2	1
ABA_GPCR	1	2	1	0	0	1	1	2	2	0	0	0	0	1	1	2	1	1	2	1
DUF2012	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	2	1	2	2	1
AD	1	3	0	0	0	0	2	0	2	0	1	0	2	1	1	1	1	2	2	1
Fer4_14	2	4	3	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	2
DUF4211	0	1	1	1	1	1	2	1	2	1	1	0	0	1	1	0	1	2	2	1
NUDIX-like	0	2	2	1	0	0	2	0	2	1	1	0	0	1	1	2	1	2	1	1
SMC_Nse1	0	3	1	1	1	1	1	0	1	1	1	0	0	0	1	2	1	2	2	1
TBPIP	1	2	2	1	1	1	0	2	2	1	1	0	0	0	1	2	0	1	1	1
TCO89	1	1	3	1	1	1	2	2	0	1	1	0	0	1	1	1	1	1	1	0
Dabb	1	1	1	1	1	1	1	2	1	2	1	0	1	1	1	0	1	1	1	1
ATP-synt_10	1	0	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
TBCC	1	2	1	0	1	0	1	0	1	0	0	1	1	1	1	2	0	2	3	2
RNA_pol_N	1	0	2	1	1	1	2	2	1	1	1	1	0	1	1	2	0	0	1	1
LDB19	1	6	5	1	1	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0
DAD	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	2	1
Kp4	1	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NicO	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins_P5_2-kin	0	1	1	1	1	0	0	0	2	0	1	0	1	1	1	2	1	4	2	1
GatB_Yqey	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	2	1	1	2	1
SLX9	1	0	1	1	1	1	2	1	2	1	0	0	0	1	1	2	1	1	2	1
Lgl_C	0	1	0	1	1	1	1	2	2	1	1	0	1	1	1	0	0	4	2	0
Med25_VWA	1	1	1	1	1	1	0	2	0	1	1	1	2	0	0	1	1	2	2	1
APG5	0	1	1	1	1	1	0	1	2	1	0	0	2	0	1	1	1	3	2	1
Cupin_4	1	0	2	0	1	0	2	0	1	1	0	0	0	1	1	1	1	5	2	1
Vac7	0	0	1	1	1	1	2	2	2	1	1	1	2	1	1	0	1	1	1	0
DUF229	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0
Nrap_D6	1	3	1	1	0	1	0	2	0	1	1	0	0	1	1	1	1	2	2	1
LysM	0	2	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	7	3	1
CD36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	0
muHD	1	2	2	0	0	1	0	2	0	0	0	0	1	0	0	0	0	8	2	1
Rax2	1	4	1	1	1	1	0	2	0	1	0	0	0	0	1	1	1	2	2	1
DUF1759	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	14	0
GPI2	0	1	1	1	0	1	2	0	0	0	0	0	1	1	1	3	1	3	2	1
UPF0203	1	2	1	0	1	1	2	2	2	1	1	0	1	1	1	2	0	0	0	1
FERM_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	0
Lig_chan-Glu_bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0
Med7	1	0	1	2	0	1	0	0	1	1	1	2	1	0	1	2	1	2	2	1
DUF1308	1	1	1	0	0	0	2	0	0	0	0	1	0	1	1	2	1	3	2	1
Glyco_hydro_70	1	0	0	0	0	0	2	1	2	0	1	1	0	1	1	1	1	1	1	0
Rit1_C	1	1	1	1	3	1	1	1	2	1	0	0	0	1	1	2	0	1	0	1
DASH_Dam1	0	1	1	1	1	1	2	2	2	1	1	0	1	1	1	0	0	1	1	1
DNMT1-RFD	0	1	2	1	1	1	0	0	2	1	1	1	2	0	1	0	1	2	1	1
DcpS	0	1	1	1	1	1	2	1	0	1	1	1	0	1	1	1	1	1	2	1
RNA_pol_Rpc82	1	2	2	1	0	1	0	0	1	1	1	1	0	0	1	1	1	2	2	1
NRDE-2	0	1	0	0	0	1	0	2	3	1	1	1	1	0	1	0	0	2	2	1
SRI	1	0	1	1	0	1	0	2	2	1	1	0	1	1	1	1	1	1	2	1
WSC	1	1	4	0	0	0	1	0	1	0	0	0	0	1	1	1	1	3	3	1
Sulfotransfer_1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0
LSM14	1	1	1	1	1	1	0	2	1	1	0	0	1	0	0	1	1	3	2	1
HCO3_cotransp	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0
CENP-I	0	3	1	0	1	0	0	1	2	0	0	0	0	0	1	1	1	2	1	1
DUF1636	0	0	0	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
Dna2	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	4	3	1
Cid2	1	2	2	1	1	1	0	1	1	1	0	0	0	0	1	1	1	2	2	1
zf-C2H2_3	0	1	3	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	2	1
ESCRT-II	0	1	1	1	1	1	1	1	2	0	1	0	1	0	1	2	1	2	1	1
Ribosomal_S21	1	1	1	0	1	1	1	2	1	1	0	0	2	1	1	2	1	0	1	1
EF-hand_9	2	0	1	0	0	0	1	0	0	0	1	1	2	0	1	2	1	2	4	1
Dor1	1	3	2	0	0	0	0	1	0	0	0	0	0	0	1	2	2	3	3	1
DUF2315	2	1	1	1	0	0	2	0	0	0	1	1	1	0	1	2	1	2	2	1
zinc_ribbon_6	1	0	2	1	1	1	1	1	1	1	0	0	0	0	1	2	2	2	1	1
DUF2183	0	1	1	0	0	0	2	0	2	0	1	0	2	1	1	1	1	2	2	2
RIX1	1	1	1	1	1	1	2	2	0	1	0	0	1	1	1	1	1	0	2	1
DNA_pol_B_exo2	1	0	1	1	2	1	3	1	2	1	1	1	0	1	1	0	1	0	0	1
Palm_thioest	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	3	3	1
DREV	3	4	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0
Elong_Iki1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	0	1	1
Mrr_cat	1	0	1	1	0	2	0	1	2	1	1	1	0	1	1	2	1	1	1	1
MCD_N	1	2	2	1	1	1	1	2	1	1	0	0	1	0	1	0	0	2	1	1
RNA_Me_trans	0	0	0	1	1	1	1	4	0	1	2	0	1	1	1	1	1	0	1	1
DNA_pol_alpha_N	1	2	1	0	1	1	2	1	2	1	1	0	0	1	0	2	1	1	1	0
Ricin_B_lectin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0
Mif2_N	1	3	3	0	1	0	2	1	0	1	1	2	0	1	1	0	0	1	1	0
DUF1077	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	3	2	1
Lig_chan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0
Aft1_OSA	0	0	3	1	1	1	1	2	1	1	1	0	2	1	0	0	1	1	1	1
DUF2410	0	0	1	1	0	2	0	4	0	2	1	0	2	0	1	1	1	1	1	1
Med31	1	0	1	1	1	1	0	2	2	0	1	0	0	0	1	2	1	2	2	1
MULE	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	3	7	2	0
EGF_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0
Med22	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	2	0	2	2	1
CHD5	1	1	1	1	0	1	1	2	1	1	0	0	0	1	1	2	1	2	2	0
MBA1	0	1	1	1	1	1	2	2	1	1	1	1	1	1	1	0	0	1	1	1
UPF0113	1	1	1	1	0	1	1	2	1	1	1	0	0	1	1	0	1	2	2	1
Dcc1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	2	1
ATG2_CAD	1	1	1	0	1	1	1	2	0	1	0	1	0	1	1	2	1	3	0	1
zf-NOSIP	1	1	1	1	1	1	2	1	1	0	1	0	0	1	1	0	1	2	2	1
Img2	1	1	1	0	1	1	0	2	0	1	1	0	1	0	1	2	1	2	2	1
DUF2781	1	1	1	1	0	1	0	1	0	1	0	0	1	0	2	2	1	0	1	5
CLP1_N	0	0	1	1	0	1	1	2	1	1	1	0	1	1	0	1	1	2	1	2
HD_3	1	1	1	1	1	1	0	2	0	1	0	1	1	0	0	2	1	2	2	1
CactinC_cactus	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	2	2	1
Rft-1	0	1	1	1	0	1	0	1	1	1	1	0	2	0	1	1	1	2	3	1
DUF2462	1	1	1	0	1	1	1	2	2	1	1	0	1	1	1	1	0	1	1	1
CDC73_C	1	3	2	0	0	0	1	0	1	0	1	0	1	1	1	1	1	2	2	1
CDT1	0	1	0	1	2	1	1	2	2	1	1	0	0	0	1	1	1	2	1	1
MnmE_helical	0	0	1	1	1	1	2	1	2	0	1	1	1	1	1	0	1	2	1	1
Use1	0	1	1	1	1	1	0	1	2	1	1	0	1	0	1	0	1	3	2	1
Thioredoxin_7	1	3	1	1	1	2	1	2	1	1	0	0	0	0	1	0	0	2	2	0
IGR	1	1	1	1	1	1	0	2	2	1	1	1	2	0	0	0	1	1	1	1
Atx10homo_assoc	1	1	1	0	1	1	1	1	2	0	1	0	1	0	1	1	1	2	2	1
SWI-SNF_Ssr4	0	1	1	1	1	1	2	2	1	1	1	0	0	1	1	2	1	1	0	0
COQ9	1	1	2	1	0	1	0	1	0	1	1	0	1	0	1	2	1	2	2	1
PMC2NT	1	1	1	1	0	1	2	2	0	1	1	0	0	1	1	1	1	1	2	1
XPA_C	1	0	1	1	1	1	0	2	1	0	0	1	1	0	1	2	1	2	2	1
EFP	0	1	1	1	0	1	1	1	2	1	1	0	2	1	1	1	1	1	1	1
RPT	1	1	1	1	1	1	0	2	1	1	0	0	0	0	0	2	1	1	0	1
Fer4_12	1	1	1	1	1	0	0	2	0	1	0	0	0	0	2	2	1	2	2	1
Lycopene_cycl	0	0	0	2	0	1	2	4	2	2	1	0	2	1	1	0	0	0	0	0
Sulfotransfer_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0
fn2	0	1	2	1	1	0	0	2	0	1	1	1	2	0	0	1	2	1	1	1
IP_trans	1	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	8	3	0
Mog1	0	1	1	1	0	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1
SNAPc_SNAP43	0	0	1	1	1	1	1	2	0	1	1	0	1	1	1	1	1	1	2	1
FimP	1	1	1	0	0	0	0	0	1	0	1	1	2	0	0	3	2	2	2	1
Ran-binding	0	0	0	0	0	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1
DUF4598	1	2	1	0	0	0	1	1	2	1	1	0	0	1	1	2	1	1	1	1
RNase_H2-Ydr279	1	2	1	1	1	1	0	0	2	0	0	0	0	0	1	2	1	2	2	1
RIH_assoc	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	3	1
DENN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0
DUF3384	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	2	1	4	2	0
Methuselah_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0
DUF1764	0	1	0	1	0	1	1	1	2	1	1	1	1	0	1	2	1	1	1	1
ACT_5	1	4	2	0	0	1	0	2	1	1	0	1	1	0	0	2	1	0	0	1
Spt5-NGN	1	1	1	1	1	1	1	0	2	1	0	0	1	1	0	0	1	2	2	1
Vps23_core	0	1	1	1	1	1	1	0	2	1	0	0	1	1	1	2	0	2	1	1
DNA_RNApol_7kD	0	1	1	1	1	1	2	3	2	1	0	0	0	1	1	2	0	0	0	1
SMAP	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	4	1	1
ORC3_N	1	2	2	1	0	1	0	1	0	1	0	0	1	0	1	2	1	1	2	1
BHD_1	1	1	1	1	0	1	0	1	2	1	1	1	1	0	1	1	1	1	1	1
ORC4_C	0	2	1	1	0	0	1	1	2	1	1	1	1	0	1	0	1	2	1	1
Plug	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zf-H2C2_2	1	0	5	3	1	1	0	2	0	1	0	0	0	0	0	0	0	2	2	0
HTH_28	0	0	0	0	1	2	2	2	0	1	1	1	1	1	0	0	0	4	2	0
RNase_H2_suC	0	1	1	1	0	1	0	0	2	1	0	0	1	0	1	1	0	3	2	2
CDT1_C	1	0	0	1	1	1	2	2	1	1	0	0	0	1	1	1	1	2	1	1
IMS_HHH	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	10	2	2
CobW_C	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
C1_4	1	1	1	0	0	1	0	2	1	1	1	0	1	0	1	2	1	1	2	1
Eapp_C	0	0	1	1	1	1	0	0	1	1	1	0	2	1	1	2	1	1	1	1
DRMBL	0	0	1	1	0	1	1	1	2	1	1	0	1	0	1	2	1	2	1	1
Flavoprotein	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	3	2	1
Neurochondrin	0	0	1	0	0	1	1	1	2	1	0	0	0	1	1	2	1	3	2	1
Formyl_trans_C	1	1	1	0	0	1	0	1	2	0	0	0	0	0	1	2	1	3	3	1
NDUF_B12	1	0	1	1	1	1	0	2	1	1	1	1	1	0	1	2	0	1	1	1
Nexin_C	3	3	4	0	0	1	0	2	0	1	0	0	0	0	0	0	0	3	1	0
CRC_subunit	1	1	1	1	1	1	0	2	1	1	0	1	2	0	0	1	1	1	1	1
IF3_N	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	2	1	1	1	1
QCR10	0	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	0	0	0	1
ORC5_C	1	0	1	1	1	1	2	1	2	1	0	0	0	0	1	1	1	1	2	1
SIN1_PH	1	0	1	0	0	0	1	0	1	0	0	0	2	1	1	2	1	3	3	1
ELL	1	2	3	0	0	0	1	0	0	0	1	1	2	0	1	0	0	2	3	1
BATS	1	1	1	1	1	1	2	2	2	1	1	0	2	1	1	0	0	0	0	0
DUF4539	1	2	1	2	2	1	0	2	0	1	0	0	0	0	1	2	1	1	0	1
COX16	0	0	2	1	0	1	0	2	0	1	1	0	1	1	1	2	1	1	2	1
Ureidogly_lyase	1	2	2	1	2	1	0	2	0	2	0	1	0	0	0	0	1	1	1	1
Ppx-GppA	1	1	1	0	0	1	0	0	1	1	2	1	1	1	1	2	1	1	1	1
FRG1	1	0	2	1	1	1	0	2	0	1	0	1	1	0	0	2	1	1	2	1
RTT107_BRCT_5	1	1	2	0	0	0	1	0	2	0	0	0	2	1	1	1	1	3	1	1
HVSL	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	2	0	2	3	1
MRP-S34	0	2	1	1	0	1	0	2	1	0	1	1	1	0	1	0	1	2	2	1
Endonuclease_5	0	0	1	1	1	1	1	1	2	1	1	1	2	1	1	1	0	1	1	0
ELP6	0	1	1	1	1	1	0	2	1	1	0	0	0	0	1	2	1	2	2	1
DUF1748	1	1	3	1	1	1	0	1	2	0	0	0	2	0	1	1	1	0	0	2
N6_N4_Mtase	0	0	0	1	1	2	2	2	1	0	0	0	1	1	1	1	1	1	1	0
Elf1	0	2	2	1	0	1	1	2	0	1	1	1	0	0	1	1	1	1	1	1
DUF4604	1	0	1	1	1	1	1	0	2	1	1	1	0	1	1	1	1	1	1	1
UvrD_C	0	0	0	0	0	0	2	0	2	0	3	1	1	1	1	1	1	3	1	1
Mnd1	0	1	1	1	1	1	2	1	0	1	0	0	1	1	1	1	1	1	2	1
UBA_2	0	0	0	1	1	1	2	0	1	1	0	1	2	1	1	2	1	1	1	1
Vfa1	0	0	0	1	1	1	2	2	1	1	1	1	1	1	1	0	0	0	0	0
Ribosomal_L6e_N	4	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
zf-C3HC4_5	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	2	1	3	2	1
Alg14	0	3	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	3	2	1
Taxilin	1	1	2	1	1	1	2	2	0	1	1	0	2	1	1	0	0	0	1	0
Cons_hypoth95	1	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	6	3	0
Tubulin_3	0	0	1	1	0	1	0	1	2	1	0	0	1	0	1	1	1	2	2	1
Scramblase	0	1	1	0	0	1	2	2	2	1	1	0	0	1	1	0	0	2	2	0
MAPKK1_Int	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	2	1	2	2	1
PSI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0
PHF5	0	2	0	1	1	1	0	2	0	0	1	1	1	0	1	0	1	2	2	1
KLRAQ	0	2	1	1	0	0	1	2	0	0	1	0	0	1	1	2	0	2	2	1
CDC14	0	0	0	1	1	0	2	0	2	0	0	1	2	1	1	1	1	2	1	1
SYS1	1	0	1	1	1	0	0	2	0	0	1	0	1	0	1	2	1	2	2	1
HD_4	0	1	1	1	1	1	0	2	1	1	1	0	0	0	1	1	1	2	1	1
SprT-like	1	2	2	1	1	1	0	2	0	0	0	1	0	0	0	0	1	2	2	1
TMEM223	0	0	1	0	0	0	1	0	2	0	0	1	2	1	1	2	1	2	2	1
Rieske_2	1	2	4	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	3	1
UDPG_MGDP_dh_N	2	2	2	1	1	1	0	2	0	1	0	0	0	0	0	1	1	1	2	0
SVWC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0
NAD-GH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	6	0
Wyosine_form	0	0	0	0	0	1	1	2	2	1	2	0	0	1	1	2	1	1	1	1
zf-DNL	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	2	3	1
SBP_bac_3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	9	0
SARAF	0	0	0	1	0	2	1	1	0	1	2	1	1	0	1	2	1	1	1	1
FANCI_S1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	2	2
WHIM1	2	2	2	0	1	0	0	2	0	0	1	0	0	0	0	1	2	3	0	1
DUF4704	0	3	0	0	0	1	0	0	2	0	0	1	1	0	1	1	1	4	1	1
Cohesin_HEAT	1	1	1	1	1	0	0	1	2	1	0	1	1	0	1	1	0	1	2	1
Mito_fiss_Elm1	0	0	1	1	1	1	2	2	2	1	0	1	1	1	1	1	0	0	0	1
Apt1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	4	1	0
U3snoRNP10	1	1	0	1	0	1	0	2	2	1	1	1	1	0	0	1	1	1	1	1
PIG-X	0	1	1	0	1	1	0	2	2	0	1	1	0	0	1	1	1	1	2	1
Pept_tRNA_hydro	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	3	1	2	1	1
PXA	2	0	4	0	0	1	0	2	0	1	0	0	0	0	0	0	0	7	0	0
ZU5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0
Telomere_reg-2	1	0	1	1	1	1	0	1	2	1	0	0	1	0	1	0	1	2	2	1
DUF647	0	0	0	1	1	1	2	2	2	1	2	1	1	1	0	0	0	2	0	0
D-ser_dehydrat	0	0	0	1	1	1	1	2	1	1	1	1	2	1	1	0	1	1	1	0
DUF4449	2	4	2	0	0	0	2	0	0	0	0	0	0	1	1	2	1	0	2	0
Symplekin_C	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	2	2	1
Ribosomal_L29e	3	4	3	1	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1
PAP2_3	4	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNA_repr_REX1B	1	1	1	1	1	1	1	1	2	0	1	0	0	1	1	2	1	1	0	0
B-block_TFIIIC	0	1	1	0	1	1	2	3	0	1	1	0	0	1	1	0	1	1	1	1
UPF0029	1	1	1	1	1	2	0	1	0	1	0	1	1	0	1	1	1	1	1	1
ATP_transf	1	1	1	1	1	1	0	2	1	0	1	0	0	0	1	2	1	1	1	1
gag_pre-integrs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0
CK1gamma_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0
DUF2407	0	1	0	0	0	1	3	0	1	0	1	1	0	1	1	3	2	0	1	1
Med20	0	0	1	1	0	1	2	1	2	1	0	0	0	1	0	2	0	2	2	1
Frizzled	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	6	0
CSD	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
NDUF_B8	1	1	1	1	0	0	2	2	1	0	1	0	0	1	1	0	0	2	2	1
Nucleopor_Nup85	0	1	1	0	0	0	0	0	2	0	1	0	1	0	1	1	1	5	2	1
Med21	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	3	2	1
ALG3	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	4	2	1
Elongin_A	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	7	2	1
Dynein_light	0	2	2	1	1	1	0	1	0	1	1	1	2	0	1	1	1	0	0	1
DUF2013	0	1	2	1	0	1	0	2	0	1	0	0	2	0	0	1	1	3	1	1
DIE2_ALG10	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	2	1	2	2	1
Aim19	1	1	1	1	1	1	0	2	1	1	0	0	0	1	1	1	1	1	1	1
DASH_Ask1	0	1	1	1	0	1	1	2	1	1	0	1	0	1	0	1	1	1	2	1
TPX2_importin	0	0	0	0	0	2	2	0	0	3	0	1	2	1	1	1	1	1	0	2
PGP_phosphatase	0	0	1	1	1	1	2	1	1	1	1	0	0	1	1	1	1	1	1	1
Herpes_Helicase	0	0	0	1	1	3	1	4	0	3	0	0	0	0	0	0	1	2	1	0
TrmE_N	0	0	1	1	1	1	2	1	1	1	0	1	1	1	1	0	1	1	1	1
Nnf1	1	1	1	1	1	1	0	1	2	1	1	0	0	0	1	0	1	2	1	1
QLQ	1	0	1	1	1	0	2	1	0	0	1	0	0	1	1	2	1	2	2	0
VWD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0
SAP30_Sin3_bdg	1	3	2	0	0	0	0	0	0	0	1	1	2	0	1	1	1	2	1	1
OHCU_decarbox	1	3	2	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1	1
CDC73_N	1	3	2	0	0	0	1	0	0	0	1	0	0	1	1	1	1	2	2	1
AIG2_2	1	0	1	0	0	0	2	0	2	0	1	0	3	1	1	0	0	2	2	1
ATE_N	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	2	1	4	1	1
Vps8	1	1	1	1	0	1	0	2	0	1	0	1	1	0	1	1	1	2	1	1
POT1PC	0	1	2	2	2	0	0	3	1	1	0	0	0	0	1	1	1	0	0	1
Cnn_1N	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	2	0	3	3	2
Dynein_IC2	0	0	0	0	0	0	1	0	2	0	1	1	1	1	1	0	1	5	1	1
COG7	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	3	2	1
tRNA_lig_CPD	0	0	1	1	1	1	2	1	1	1	1	1	2	1	0	0	0	1	1	0
Rdx	1	1	1	1	1	1	0	3	0	1	1	0	1	0	0	0	0	3	1	0
Pkr1	1	3	3	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1
RPAP2_Rtr1	0	0	1	1	1	1	0	1	0	1	1	0	1	0	1	2	0	2	2	1
Nup188	0	0	0	1	1	1	0	1	0	1	2	0	2	0	0	1	1	2	3	0
HeH	2	2	4	2	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0
DUF2373	0	0	0	0	0	0	1	0	2	0	1	0	1	1	1	3	1	2	2	1
KxDL	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	2	2	1
HHH_5	1	3	2	1	1	0	0	0	4	0	0	0	0	0	0	0	0	3	1	0
DPM3	0	0	0	1	1	1	1	2	1	1	0	0	2	1	1	2	0	1	0	1
MRP_L53	0	1	1	0	1	1	0	2	0	1	1	1	0	0	1	1	1	1	2	1
IIGP	0	1	1	1	1	1	1	1	0	1	2	1	4	0	1	0	0	0	0	0
MgsA_C	0	1	1	0	2	2	0	2	0	1	0	0	0	0	0	1	1	3	1	1
zf-TRM13_CCCH	0	1	1	1	1	1	0	0	2	0	1	0	1	1	1	1	1	1	1	1
YL1_C	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	3	3	1
PTS_2-RNA	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	2	2	1
VMA21	0	0	0	1	1	1	1	2	0	0	0	0	1	0	1	1	1	2	3	1
Spt20	0	1	2	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1
Ndufs5	0	1	1	0	0	0	0	0	2	0	0	1	2	1	0	2	1	2	2	1
MMtag	0	0	1	0	0	0	1	0	2	0	1	1	1	1	1	2	1	2	1	1
Vps36_ESCRT-II	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	2	1	4	2	1
DRY_EERY	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	4	4	2
TPR_14	1	1	2	0	0	1	0	0	0	0	0	0	0	1	0	2	2	2	2	2
Syntaxin-5_N	1	1	1	0	0	0	0	0	2	0	1	1	2	1	1	1	1	1	1	1
NuiA	1	1	1	1	1	1	0	2	0	1	0	0	1	0	0	2	1	1	1	1
Acetyltransf_4	2	1	2	1	0	1	1	1	0	0	0	0	3	1	0	0	0	1	2	0
Nop10p	1	1	1	1	1	1	1	2	0	1	1	0	0	1	1	1	0	0	0	2
