DOMAIN	ACCESSION	Basidiobolus_heterosporus_B8920	Basidiobolus_meristosporus_CBS_931	Conidiobolus_antarcticus__ARSEF_6913	Conidiobolus_coronatus_NRRL_28638	Conidiobolus_firmipilleus__ARSEF_2731	Conidiobolus_heterosporus__ARSEF_6386	Conidiobolus_incongruus_B7586	Conidiobolus_incongruus__NRRL_3022	Conidiobolus_incongruus__NRRL_3023	Conidiobolus_lamprauges__ARSEF_2338	Conidiobolus_lamprauges__NRRL_1229	Conidiobolus_megalotocus__ARSEF_8428	Conidiobolus_megalotocus__NRRL_3011	Conidiobolus_osmodes__ARSEF_79	Conidiobolus_polytocus__NRRL_1231	Conidiobolus_pumilus__ARSEF_6383	Conidiobolus_rhysosporus__ARSEF_448	Conidiobolus_rhysosporus__NRRL_1225	Conidiobolus_sp___NRRL_29146	Conidiobolus_thromboides_FSU_785	Conidiobolus_thromboides__ARSEF_4968	Conidiobolus_thromboides__NRRL_1224	Entomophaga_maimaiga_ARSEF_7190	Entomophthora_muscae_UCB	Entomophthora_muscae_UCB_Trinity	Entomophthora_muscae_isoH_Trinity	Pandora_formicae_Trinity	Strongwellsea_castrans_DrSc_Trinity	Zoophthora_radicans_ATCC_208865
RPN13_C	PF16550.7	1	1	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	4	1	1	2	2	1
UPF1_Zn_bind	PF09416.12	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	2	1	2	1	1	5	3	2
LOH1CR12	PF10158.11	0	1	0	1	0	1	2	0	0	0	0	0	2	0	1	0	2	1	0	0	1	2	1	2	1	1	2	1	1
NUMOD3	PF07460.13	0	0	0	1	0	0	0	0	1	5	3	0	0	0	2	0	1	1	0	0	2	2	0	0	0	0	4	0	1
CENP-C_C	PF11699.10	1	3	0	0	1	2	2	0	0	1	2	1	2	0	1	0	0	0	2	1	1	1	1	0	0	0	0	1	0
Glyoxalase_3	PF13468.8	0	1	1	1	0	2	2	0	0	2	0	1	2	1	1	1	1	0	1	1	1	2	0	0	2	0	0	0	0
PCO_ADO	PF07847.14	1	2	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	1	1	2	1	4	1	1	1	2	0
MetW	PF07021.14	2	4	1	0	0	0	0	4	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0
Transferrin	PF00405.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0
GAF_2	PF13185.8	0	0	1	1	1	0	1	3	3	1	1	0	1	1	0	0	2	2	1	0	0	0	0	0	0	0	1	3	0
Ndufs5	PF10200.11	0	1	1	0	0	2	0	0	0	2	2	0	0	1	0	0	2	2	0	0	1	2	0	0	1	1	2	2	1
BORCS8	PF10167.11	0	0	0	1	1	2	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	2	1	2	2	1	3	2	1
RRM_3	PF08777.13	3	4	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	1	4	1	0	2	3	0
Translin	PF01997.18	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	5	2	2	2	0
ThiI	PF02568.16	1	0	1	0	0	2	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	2	4	1	2	2	0
RNase_H_2	PF13482.8	1	1	0	0	1	3	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	2	1	0	0	0
HK	PF02110.17	1	1	2	0	0	1	0	1	1	2	2	0	0	3	0	1	2	2	0	1	1	1	0	0	0	0	0	0	0
AAA_29	PF13555.8	0	1	0	1	0	0	1	1	1	0	2	1	2	0	1	1	2	2	1	0	0	0	0	0	0	0	2	2	1
Alginate_lyase	PF05426.14	8	10	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RVP	PF00077.22	0	0	0	0	1	0	2	1	1	0	2	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	1	8	0
Pik1	PF11522.10	0	1	0	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	0	1	1	1	1	4	1	1	1	1	1
PXA	PF02194.17	2	4	0	0	0	0	2	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
UreD	PF01774.19	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	4	1	1	2	2	2
Sina	PF03145.18	0	1	1	1	0	1	2	0	0	2	1	1	2	0	1	0	1	0	2	1	1	1	0	0	0	0	1	2	0
QVR	PF17064.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0
Nup88	PF10168.11	2	2	0	1	1	1	2	2	2	0	0	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	1	2	0
UBA_2	PF08587.13	0	0	0	1	1	2	0	1	1	1	2	1	2	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1
NUDIX_4	PF14815.8	1	1	1	0	0	2	1	1	1	2	2	1	0	0	0	0	0	0	0	0	1	1	1	2	1	1	0	1	1
MBT	PF02820.20	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	11	6	0
TPX2_importin	PF12214.10	0	0	1	0	0	2	0	0	0	0	2	3	0	0	0	0	1	1	1	1	1	2	0	4	1	1	0	0	1
VPS11_C	PF12451.10	1	1	1	1	1	0	2	1	1	0	0	1	0	1	1	0	0	0	2	0	0	0	1	2	2	1	1	0	1
LDB19	PF13002.9	1	5	0	1	1	0	3	4	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Thioredoxin_4	PF13462.8	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	2	2	0	0	0
BRE1	PF08647.13	0	1	0	0	0	0	2	2	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	4	4	1	2	0	0
NARG2_C	PF10505.11	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	4	1	2	2	1
H2TH	PF06831.16	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	2	8	1	0	1	1
SYMPK_PTA1_N	PF11935.10	1	1	1	1	0	0	1	1	1	1	0	1	2	1	1	0	0	0	1	0	0	0	1	0	1	0	3	2	1
ANAPC8	PF04049.15	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	4	3	1	1	2	1
YABBY	PF04690.15	1	2	1	1	1	0	0	1	1	1	2	1	2	1	1	0	2	1	0	1	0	0	1	0	0	0	0	0	1
INTS5_C	PF14838.8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	2	1	4	1	1	4	2	1
HAUS4	PF14735.8	1	1	0	1	0	1	0	0	0	2	2	1	1	0	0	0	0	0	0	1	1	1	1	4	2	1	0	0	1
RNase_P_pop3	PF08228.13	1	2	1	0	1	4	1	1	1	0	2	0	0	0	0	0	0	0	1	1	2	1	0	2	1	0	0	0	0
CNDH2_C	PF16858.7	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	1	1	0	0	1	2	0	6	1	0	2	1	1
Helitron_like_N	PF14214.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	2	0
Importin_rep_3	PF18806.3	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	8	1	1
GBP	PF02263.21	3	2	1	1	1	0	2	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	3	1	0
Gal-bind_lectin	PF00337.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0
Rdx	PF10262.11	1	1	1	1	1	0	3	1	1	0	2	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	3	1	0
PACT_coil_coil	PF10495.11	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	1	1	0	1	1	0	1	6	1	0	2	2	1
HeH	PF12949.9	2	4	0	2	2	0	2	0	0	0	0	1	4	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0
DUF4588	PF15251.8	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	2	1	2	2	1	2	1	1
POT1	PF02765.19	0	2	0	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	8	0	0	0	1	1
Ribosomal_L50	PF10501.11	1	1	0	0	1	2	2	1	1	0	2	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	1	1	0
Tubulin-binding	PF00418.21	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ELL	PF10390.11	1	3	1	0	0	0	0	1	1	0	0	0	0	1	0	1	2	2	0	0	0	1	1	0	0	0	2	3	1
Peptidase_M49	PF03571.17	4	4	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	2	2	1	1	1	0
Mtf2	PF19189.2	1	1	1	0	0	0	0	1	1	0	1	1	2	1	1	0	0	0	0	0	0	0	1	4	1	1	1	1	1
DUF2439	PF10382.11	0	1	0	0	0	0	1	0	0	2	0	1	0	1	1	0	0	0	1	0	0	0	1	2	8	0	1	0	1
7tm_3	PF00003.24	1	3	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0
ATG2_CAD	PF13329.8	1	1	0	0	1	1	2	1	1	0	0	1	2	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1
SAM_PNT	PF02198.18	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	6	0
Ecm29	PF13001.9	0	0	1	0	0	0	0	1	1	2	0	0	0	1	0	1	1	2	0	0	0	0	2	2	1	1	2	2	1
FERM_N	PF09379.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0
Chloroa_b-bind	PF00504.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
DUF4728	PF15860.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0
DUF167	PF02594.18	0	1	0	1	1	0	1	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	6	2	1	0	2	1
Slx4	PF09494.12	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	9	1	1	2	0
AAA_26	PF13500.8	1	1	1	0	0	1	1	1	1	2	1	1	2	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
UCH_C	PF18031.3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	4	2	1	3	3	1
Fructosamin_kin	PF03881.16	1	1	1	2	2	0	2	1	1	0	0	2	3	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TMF_DNA_bd	PF12329.10	0	0	1	0	0	2	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	2	1	1	1	1	1
CENP-K	PF11802.10	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1
Fmp27_GFWDK	PF10347.11	0	0	0	1	1	0	0	2	2	0	0	1	2	0	1	0	0	0	2	0	0	0	0	0	0	0	8	1	0
Glyco_transf_7C	PF02709.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0
Ephrin_rec_like	PF07699.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	4	0
Scm3	PF10384.11	1	1	0	0	0	2	0	0	0	1	2	0	0	1	0	0	1	1	0	1	1	1	1	2	2	1	0	1	1
CENP-O	PF09496.12	0	0	0	1	1	0	1	0	0	2	1	1	0	0	1	0	1	1	2	0	0	0	1	4	2	0	0	1	1
Glyco_hydro_42	PF02449.17	0	0	0	1	0	0	2	1	0	1	0	1	1	0	1	0	2	1	1	0	0	0	1	2	1	1	2	1	0
Glyco_hydro_2_C	PF02836.19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	1	6	3	2
UPF1_1B_dom	PF18141.3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	2	1	4	5	1
NADHdh	PF00146.23	0	0	1	1	0	1	0	0	1	3	1	0	0	1	0	0	2	0	0	0	3	3	0	0	0	0	3	0	0
PAC2	PF09754.11	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	4	3	1	2	2	0
UreF	PF01730.18	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	4	1	1	1	1	1
FERM_C	PF09380.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	0
Gpr1_Fun34_YaaH	PF01184.21	5	6	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sulfotransfer_1	PF00685.29	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0
Pdase_M17_N2	PF18295.3	0	0	1	0	0	2	0	0	0	2	1	0	0	1	0	0	1	1	0	0	1	1	1	2	1	1	1	2	1
EF-hand_11	PF08976.13	2	2	0	0	0	2	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	2	0	2	1	1	0	0	0
Thiamine_BP	PF01910.19	0	1	1	1	1	1	1	0	0	4	1	1	2	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0
CD36	PF01130.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	0
Protoglobin	PF11563.10	5	13	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyco_hydro_28	PF00295.19	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4804	PF16062.7	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	3	3	0	0	0	0	0	0	0	0	2	7	0
Dis3l2_C_term	PF17877.3	1	2	1	0	0	1	0	5	5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Sulfotransfer_2	PF03567.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	7	0
Lig_chan-Glu_bd	PF10613.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0
Proteasom_Rpn13	PF04683.15	1	3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	2	2	0
DUF5917	PF19314.1	1	2	1	0	0	2	0	3	2	0	0	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0	3	0	0
SPT_ssu-like	PF11779.10	1	3	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0	0	1	1	2	1	4	0	0	0	0	1
DENN	PF02141.23	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0
zf-H2C2_2	PF13465.8	1	4	0	3	1	0	2	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	2	0
CENP-M	PF11111.10	0	1	1	1	0	0	0	1	1	2	1	0	0	1	0	0	0	0	2	1	0	1	1	4	1	0	0	0	1
SLAC1	PF03595.19	4	11	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfb5	PF06331.14	0	1	0	0	0	2	1	1	0	2	0	0	0	0	1	0	1	0	0	1	1	2	1	4	0	0	0	0	1
FAM32A	PF08555.12	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	6	2	1	1	2	1
Gryzun	PF07919.14	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	2	1	4	3	0	2	0	0
PARG_cat	PF05028.16	1	1	1	0	0	2	0	0	0	2	2	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	4	2	0
UvrD_C_2	PF13538.8	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	4	1	1	2	1	1
DUF229	PF02995.19	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0
ABC_trans_N	PF14510.8	1	11	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX3	PF00510.20	0	1	1	0	0	1	0	0	1	2	2	0	1	2	0	0	2	0	0	0	1	2	0	0	0	1	2	0	0
NAD-GH	PF10712.11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	4	6	0
Nexin_C	PF08628.14	3	4	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
PAD_porph	PF04371.17	1	3	0	1	1	2	0	0	0	0	0	1	2	0	0	0	2	2	1	1	1	1	0	0	0	0	0	0	0
Amidase_2	PF01510.27	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0
NodS	PF05401.13	0	6	0	1	1	0	0	2	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0
bPH_2	PF03703.16	0	0	1	0	0	2	1	0	0	0	2	1	2	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1
SAM_4	PF18017.3	1	1	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	2	0	4	1	1	1	1	0
SLD5_C	PF16922.7	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	1	1	2	1	4	2	1	1	1	0
Spt5_N	PF11942.10	1	1	0	1	1	0	0	1	1	1	2	1	2	1	1	0	0	0	1	0	0	0	0	2	0	0	1	1	0
DASH_Dad2	PF08654.12	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	2	3	1	1	1	1
TFIIF_alpha	PF05793.14	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	3	2	1
MOZART1	PF12554.10	1	1	1	0	0	2	0	1	1	2	1	0	0	0	0	0	0	0	0	1	1	1	1	4	0	0	0	0	1
COG5	PF10392.11	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	7	0	2	1	1
DUF1759	PF03564.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	0
RRM_9	PF18444.3	1	1	0	0	0	0	2	1	1	0	1	0	0	0	0	0	2	2	0	0	0	0	1	2	1	1	1	1	1
DUF3512	PF12024.10	1	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	1	1	1	0
DUF4748	PF15932.7	0	0	1	1	0	1	0	0	0	2	0	0	1	1	1	0	1	0	0	1	1	2	1	4	0	0	0	0	1
Coiled-coil_56	PF09813.11	1	1	0	0	1	0	2	0	0	1	2	1	2	0	1	1	0	0	0	0	0	0	1	2	1	1	0	0	1
Lig_chan	PF00060.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0
DUF4504	PF14953.8	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	8	4	1	0	0	0
CoA_binding_2	PF13380.8	0	3	0	1	1	1	2	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1
Far-17a_AIG1	PF04750.16	0	0	0	2	2	0	2	1	1	0	1	1	4	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0
Zeta_toxin	PF06414.14	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	5	1	4	1	1
TIG_SUH	PF20144.1	3	5	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NPC1_N	PF16414.7	1	1	0	1	1	0	2	1	1	0	0	1	2	0	1	0	0	0	2	0	0	0	0	0	0	0	2	3	0
FANCI_HD1	PF14679.8	1	0	1	1	0	1	1	1	1	2	0	1	1	0	1	0	1	1	0	1	1	2	0	0	0	0	0	0	0
RAB3GAP2_N	PF14655.8	0	0	0	1	1	0	4	1	1	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	2	2	0
DREV	PF05219.14	3	5	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	4	1	0
PIG-P	PF08510.14	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	2	1	0	2	1	1	2	1
Git3	PF11710.10	1	2	0	0	0	2	0	0	0	0	2	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	4	0	1
NCE101	PF11654.10	1	0	0	0	1	2	0	0	1	2	1	0	2	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1
Ribosomal_L33	PF00471.22	1	1	0	1	0	0	0	2	1	0	1	1	2	0	1	0	0	1	0	1	0	2	1	0	0	0	0	0	2
TonB_dep_Rec	PF00593.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
CDC73_N	PF16050.7	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	2	2	1
SSI	PF00720.19	2	3	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med12	PF09497.12	0	1	1	0	0	0	0	1	1	2	2	0	0	1	0	0	1	0	0	1	0	0	1	2	0	1	1	1	1
IP_trans	PF02121.20	1	1	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0
AidB_N	PF18158.3	0	1	0	1	1	1	0	1	1	2	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
TTL	PF03133.17	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0
LEA_4	PF02987.18	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	6	0	0	0	0	0	0	0
Hydant_A_C	PF19278.1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	2	1	1	3	1	1
AI-2E_transport	PF01594.18	0	0	1	0	0	2	0	0	0	1	2	0	0	1	0	0	1	1	0	1	1	2	0	0	1	0	1	2	1
Hom_end	PF05204.16	0	0	0	0	0	3	0	0	0	7	2	2	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0
PAX	PF00292.20	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	1	2	2	0	0	0	0	0	2	2	1	2	1	0
Glyco_hydro_9	PF00759.21	4	7	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GCOM2	PF15328.8	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	4	1	1	2	2	3
Acetyltransf_4	PF13420.9	1	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	3	1	0
zf-C4_Topoisom	PF01396.21	0	0	1	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	7	1	0	0	1
DENND11	PF09804.11	0	1	0	1	1	2	2	1	2	0	0	1	0	0	1	0	0	0	0	1	1	2	0	0	0	0	1	0	1
Hid1	PF12722.9	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	2	0
RPA_C	PF08784.13	1	1	0	0	0	2	2	1	2	0	0	2	1	1	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0
MAD	PF05557.15	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	3	2	0
Methuselah_N	PF06652.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0
EnY2	PF10163.11	1	1	0	1	0	2	0	0	1	0	2	0	1	0	1	0	2	2	1	0	1	2	0	0	0	0	0	0	0
Fascin	PF06268.15	1	2	0	1	1	0	2	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	3	4	0
SBP_bac_3	PF00497.22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0
PNRC	PF15365.8	0	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	1	0	0
VWD	PF00094.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0
DASH_Dad1	PF08649.12	1	1	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	2	1	4	0	0	0	0	1
CDC24_OB1	PF17246.4	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	4	1	0	1	1	1
gag_pre-integrs	PF13976.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0
TrkA_N	PF02254.20	0	0	1	0	0	4	0	0	0	3	2	0	0	1	0	0	0	0	0	1	2	2	0	0	0	0	1	0	0
BRCA-2_helical	PF09169.12	1	1	0	0	0	1	0	1	1	2	0	0	0	1	0	1	2	2	0	0	1	1	0	0	0	0	1	0	1
CK1gamma_C	PF12605.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0
DUF3659	PF12396.10	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDPG_MGDP_dh	PF00984.21	2	2	0	1	1	0	2	1	1	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0
U3snoRNP10	PF12397.10	1	0	1	1	1	0	0	1	1	2	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	1
Fringe	PF02434.18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0
MULE	PF10551.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	7	2	0
SVWC	PF15430.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0
PSI	PF01437.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0
UDPG_MGDP_dh_C	PF03720.17	2	2	0	1	1	0	2	1	1	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0
TRAM	PF01938.22	1	1	0	0	1	0	2	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0
RVT_3	PF13456.8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	3	5	0
