DOMAIN	ACCESSION	Basidiobolus_heterosporus_B8920	Basidiobolus_meristosporus_CBS_931	Basidiobolus_ranarum_AG-B5	Conidiobolus_antarcticus__ARSEF_6913	Conidiobolus_coronatus_NRRL_28638	Conidiobolus_firmipilleus__ARSEF_2731	Conidiobolus_heterosporus__ARSEF_6386	Conidiobolus_incongruus_B7586	Conidiobolus_incongruus__NRRL_3022	Conidiobolus_incongruus__NRRL_3023	Conidiobolus_lamprauges__ARSEF_2338	Conidiobolus_lamprauges__NRRL_1229	Conidiobolus_megalotocus__ARSEF_8428	Conidiobolus_megalotocus__NRRL_3011	Conidiobolus_osmodes__ARSEF_79	Conidiobolus_polytocus__NRRL_1231	Conidiobolus_pumilus__ARSEF_6383	Conidiobolus_rhysosporus__ARSEF_448	Conidiobolus_rhysosporus__NRRL_1225	Conidiobolus_sp___NRRL_29146	Conidiobolus_thromboides_FSU_785	Conidiobolus_thromboides__ARSEF_4968	Conidiobolus_thromboides__NRRL_1224	Entomophaga_maimaiga_ARSEF_7190	Entomophthora_muscae_UCB	Entomophthora_muscae_UCB_Trinity	Entomophthora_muscae_isoH_Trinity	Pandora_formicae_Trinity	Strongwellsea_castrans_DrSc_Trinity	Zoophthora_radicans_ATCC_208865
ParBc	PF02195.21	0	0	0	1	1	1	1	3	1	1	2	2	0	1	1	2	0	0	0	1	1	1	2	0	0	0	0	2	2	2
ACT_5	PF13710.9	1	2	2	0	0	0	0	2	1	1	1	0	1	2	0	1	0	1	1	1	0	0	0	2	5	1	1	0	1	1
ATP_synt_H	PF05493.16	1	2	2	1	0	0	2	2	0	1	2	1	0	1	1	1	1	1	0	1	1	1	1	1	2	0	0	0	0	2
IMS_HHH	PF11798.11	0	1	1	1	0	0	2	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	10	2	4
CENP-P	PF13096.9	0	0	0	1	0	0	2	0	1	1	2	1	0	0	1	0	0	1	0	0	0	1	2	2	5	4	1	0	1	2
GBP	PF02263.22	3	2	5	1	1	1	0	2	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	3	1	0
DUF4749	PF15936.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	2	0
CENP-H	PF05837.15	0	1	0	1	1	0	2	0	0	1	1	2	0	2	1	1	0	1	2	0	1	1	2	2	2	0	1	0	1	2
ATP-grasp_5	PF13549.9	0	0	0	1	1	0	1	2	1	1	1	2	1	2	0	1	0	2	2	0	1	1	1	2	0	0	0	2	1	2
TFIIF_alpha	PF05793.15	1	2	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	1	3	2	2
Haspin_kinase	PF12330.11	2	3	3	0	1	0	0	2	1	1	1	1	1	2	0	0	1	1	0	1	1	0	0	0	0	0	0	5	1	0
RAMP4	PF06624.15	1	1	2	1	1	1	2	0	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0
Glyco_trans_1_2	PF13524.9	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	2	4	7	1	3	1	0
HTH_Tnp_IS630	PF01710.19	0	0	0	0	4	6	0	1	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0
Nse4-Nse3_bdg	PF15412.9	0	1	1	1	0	0	2	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	2	2	5	1	1	2	1	2
FANCL_d2	PF18890.3	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	2	1	3	4	1	1	2	2
Apt1	PF10351.12	0	0	0	0	1	1	0	0	2	2	0	0	1	2	0	1	1	0	0	2	0	0	0	0	0	0	0	4	1	0
RNF220	PF15926.8	2	1	1	1	0	1	1	2	1	1	2	2	1	1	0	1	0	1	1	1	1	1	2	0	0	0	0	2	1	0
Yos1	PF08571.13	1	1	1	0	0	0	2	2	1	1	2	1	1	2	0	1	0	0	0	2	1	1	2	2	3	0	0	0	0	0
TMA7	PF09072.13	1	2	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	2	2	1	1	1	1	1	2	0	0	0	0	2
acVLRF1	PF18859.4	0	0	1	1	0	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0	1	1	1	2	6	0	1	2	3	2
Mit_KHE1	PF10173.12	0	0	0	1	0	0	2	0	1	1	1	1	0	0	2	0	0	1	1	0	1	1	2	2	4	1	1	1	1	2
Tcp11	PF05794.16	1	2	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	2	2	0	0	0	0	2	4	1	1	2	2	2
Cys_rich_FGFR	PF00839.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
UPF1_Zn_bind	PF09416.13	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	2	2	2	1	1	5	3	4
BESS	PF02944.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	22	0
NUDIX_2	PF13869.9	0	1	3	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	2	2	5	2	1	2	1	0
WKF	PF10180.12	0	0	0	1	0	0	1	0	1	1	2	1	0	0	1	0	0	1	1	0	1	1	2	2	4	0	1	2	2	2
C2-set_2	PF08205.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0
DUF1242	PF06842.15	1	0	1	0	1	1	0	2	1	0	2	1	1	2	0	1	0	2	1	2	1	0	0	2	2	0	0	0	1	2
Gpr1_Fun34_YaaH	PF01184.22	4	6	7	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DUF455	PF04305.17	0	0	0	1	0	0	2	0	0	0	2	2	0	0	2	0	0	0	0	0	1	1	2	2	2	2	1	4	1	2
Hormone_recep	PF00104.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	0
TMEM234	PF10639.12	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	2	4	1	0	2	2	2
CBM9_1	PF06452.14	3	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sen15	PF09631.13	0	1	1	1	0	0	2	0	0	1	0	1	0	2	0	1	0	0	0	0	1	1	2	2	2	2	1	2	2	2
NTR2	PF15458.9	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	9	1	1	1	3
TUTase	PF19088.3	0	2	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	2	5	6	1	0	1	0
RyR	PF02026.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0
Myb_DNA-bind_5	PF13873.9	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
DASH_Dad4	PF08650.13	0	1	1	2	0	0	2	0	0	1	2	2	0	2	1	1	1	1	1	1	0	1	2	2	2	0	0	0	0	1
DUF4449	PF14613.9	2	2	3	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	4	3	2	0	2	0
Glyco_hydro_9	PF00759.22	4	7	9	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TMEM128	PF20479.1	0	1	1	1	1	1	2	1	0	0	2	0	1	2	1	0	0	0	0	2	1	1	2	2	0	0	0	1	1	2
TMEM135_C_rich	PF15982.8	0	0	0	1	0	0	0	0	1	2	1	2	0	2	1	0	1	0	0	0	0	0	0	2	4	1	1	3	2	2
Protoglobin	PF11563.11	5	13	6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4800	PF16057.8	0	0	1	0	0	0	1	0	0	0	1	2	1	0	0	0	1	1	1	0	1	1	1	2	6	1	1	1	1	2
FIST	PF08495.13	0	1	2	1	1	1	0	1	1	1	1	1	0	2	1	1	0	0	0	1	0	0	0	2	6	0	1	0	1	0
DUF4588	PF15251.9	1	2	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	2	2	2	2	1	2	1	2
Rce1-like	PF02517.19	0	1	0	0	1	0	0	2	0	0	2	0	1	1	1	0	0	0	1	0	1	0	1	2	4	1	1	2	2	2
GRAB	PF10375.12	0	0	0	0	0	1	0	2	1	1	0	0	1	2	0	1	1	1	1	0	0	0	0	2	4	2	1	2	1	2
HTH_psq	PF05225.19	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0
CX9C	PF16860.8	1	2	2	1	1	1	0	2	1	1	0	0	1	2	1	1	1	0	0	1	0	0	0	1	2	1	1	0	0	0
CBM_5_12	PF02839.17	4	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-C_Bond_Lyase	PF15617.9	1	1	1	1	1	1	2	2	1	1	1	1	0	2	1	1	0	2	1	1	1	1	2	0	0	0	0	0	0	0
CENP-C_C	PF11699.11	1	3	2	0	0	1	2	2	0	0	1	2	1	2	0	1	0	0	0	2	1	1	1	2	0	0	0	0	1	0
YABBY	PF04690.16	1	2	2	1	1	1	0	0	1	1	1	2	1	2	1	1	0	2	1	0	1	0	0	2	0	0	0	0	0	2
UreD	PF01774.20	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	2	4	1	1	2	2	4
Expansin_C	PF01357.24	0	0	0	0	1	0	3	4	0	0	0	2	3	1	0	1	1	2	2	1	1	1	3	0	0	0	0	0	0	0
PXA	PF02194.18	2	4	4	0	0	0	0	2	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Enkurin	PF13864.9	0	0	0	0	1	0	0	2	1	1	0	0	1	2	0	1	1	2	2	2	0	0	0	2	4	1	1	2	0	0
zinc_ribbon_15	PF17032.8	0	1	1	1	1	0	0	1	0	0	2	0	0	0	1	0	1	1	1	0	1	0	1	2	5	2	1	1	1	1
Galactosyl_T	PF01762.24	1	4	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0
Mitochondr_Som1	PF11093.11	0	1	1	1	1	1	2	1	0	0	2	1	0	2	1	1	0	0	0	2	0	0	1	2	4	0	0	0	0	2
DUF1206	PF06724.14	0	0	0	0	0	0	2	0	1	1	2	2	0	0	0	0	2	1	1	0	1	1	2	2	0	0	0	0	0	0
DUF6539	PF20173.1	0	0	1	0	2	1	2	2	1	1	2	1	2	1	0	1	0	1	1	3	1	1	2	0	0	0	0	0	0	0
UME	PF08064.16	0	1	1	1	0	0	2	1	0	1	2	2	0	0	1	0	0	0	0	0	1	1	2	2	4	0	0	1	1	2
LOH1CR12	PF10158.12	0	1	1	0	1	0	1	2	0	0	0	0	0	2	0	1	0	2	1	0	0	1	2	2	2	1	1	2	1	2
ABA4-like	PF14108.9	0	0	0	1	0	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	2	2	6	2	1	1	1	2
DUF5102	PF17104.8	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	1	2	1	1
PKD_channel	PF08016.15	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	2	1	2	2	0	0	0	0	2	0	1	0	6	5	0
Rsm1	PF08600.13	1	1	2	1	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	1	1	1	2	6	1	1	0	0	2
Hydant_A_C	PF19278.2	1	1	1	1	0	0	2	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	2	2	1	1	3	1	2
UvrD_C_2	PF13538.9	0	0	0	1	0	0	2	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	2	4	1	1	2	1	2
Peptidase_M49	PF03571.18	3	4	4	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	2	2	1	1	1	0
DUF5641	PF18701.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	21	0
Rad4	PF03835.18	1	1	0	0	1	0	0	1	1	2	0	1	1	1	0	1	1	0	0	0	0	0	1	0	5	0	1	3	1	2
NUDIX_4	PF14815.9	1	1	1	1	0	0	2	1	1	1	2	2	1	0	0	0	0	0	0	0	0	1	1	2	2	1	1	0	1	2
Arb1	PF09692.13	0	0	0	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	3	1	1	2	0	0	0	0	0	0	0
ThiI	PF02568.17	1	0	1	1	0	0	2	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	2	2	4	1	2	2	0
DUF753	PF05444.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
zf-C4	PF00105.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	7	0
ATG2_CAD	PF13329.9	1	1	2	0	0	1	1	2	1	1	0	0	1	2	0	1	1	1	1	1	1	1	1	2	0	0	0	0	0	2
TMF_DNA_bd	PF12329.11	0	0	2	1	0	0	2	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	2	2	1	1	1	1	2
tRNA_lig_CPD	PF08302.14	0	1	1	0	1	1	2	1	0	0	2	0	1	1	1	1	1	2	2	1	0	1	1	2	0	0	0	1	1	0
Ac45-VOA1_TM	PF20520.1	1	3	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	4	1	1	2	3	2
SLAC1	PF03595.20	4	11	6	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zf-C2H2_3	PF13878.9	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	2	4	1	1	2	2
Translin	PF01997.19	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	5	2	2	2	0
INTS5_C	PF14838.9	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	2	2	4	1	1	4	2	2
RNase_H_2	PF13482.9	1	1	2	0	0	1	3	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	2	0	2	1	0	0	0
Drc1-Sld2	PF11719.11	0	0	0	1	1	1	2	2	1	1	0	0	1	2	1	1	0	0	0	2	1	1	2	2	0	0	0	0	1	2
FANCL_d1	PF09765.12	0	0	1	1	1	0	1	0	1	1	2	1	0	0	0	0	0	0	0	1	1	1	2	1	3	4	1	0	2	0
DASH_Dam1	PF08653.13	0	1	1	1	1	1	2	2	0	0	2	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	2
Scramblase	PF03803.18	0	1	1	1	0	0	2	2	2	1	2	2	1	0	1	0	0	0	0	0	1	1	2	0	0	1	0	2	2	0
Neur_chan_memb	PF02932.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	9	0
SYMPK_PTA1_N	PF11935.11	1	1	1	1	1	0	0	1	1	1	1	0	1	2	1	1	0	0	0	1	0	0	0	2	0	1	0	3	2	2
Ecm29	PF13001.10	0	0	0	1	0	0	0	0	1	1	2	0	0	0	1	0	1	1	1	0	0	0	0	2	2	1	1	2	2	2
Med9	PF07544.16	0	0	0	0	0	0	2	0	1	1	2	0	0	1	0	0	0	0	0	2	0	1	2	0	3	4	0	2	1	2
RPN13_C	PF16550.8	1	1	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	1	1	2	2	2
Glyoxalase_3	PF13468.9	0	1	1	1	1	0	2	2	0	0	2	0	1	2	1	1	1	1	0	1	1	1	2	0	0	2	0	0	0	0
SHIPPO-rpt	PF07004.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0
H2TH	PF06831.17	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	2	2	8	1	0	1	2
Thioredoxin_4	PF13462.9	1	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	2	2	0	0	0
Scm3	PF10384.12	1	1	1	0	0	0	2	0	0	0	1	2	0	0	1	0	0	1	1	0	1	1	1	2	2	2	1	0	1	2
FXa_inhibition	PF14670.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0
Importin_rep_3	PF18806.4	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	1	8	1	2
Mtf2	PF19189.3	1	1	1	1	0	0	0	0	1	1	0	1	1	2	1	1	0	0	0	0	0	0	0	2	4	1	1	1	1	2
HSDR_N_2	PF13588.9	0	0	0	0	3	5	1	0	0	0	0	0	0	5	0	7	0	0	1	1	0	1	0	0	0	0	0	0	0	0
CENP-K	PF11802.11	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	2	0	0	0	0	1	2
HAUS4	PF14735.9	1	1	1	0	1	0	1	0	0	0	1	2	1	1	0	0	0	0	0	0	1	1	1	2	4	2	1	0	0	2
Nexin_C	PF08628.15	3	4	5	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
TIG_SUH	PF20144.2	3	5	5	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
AAA_29	PF13555.9	0	1	1	0	1	0	0	1	1	1	0	2	1	2	0	1	1	2	2	1	0	0	0	0	0	0	0	2	2	2
NTP_transf_9	PF04248.15	0	0	0	1	0	1	0	1	0	0	1	0	1	2	1	1	0	1	1	0	0	0	0	2	9	1	1	0	0	0
Nup88	PF10168.12	1	1	1	0	1	1	1	2	1	1	0	0	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	1	2	0
SPT_ssu-like	PF11779.11	1	3	2	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0	0	1	1	2	1	4	0	0	0	0	3
Ndufs5	PF10200.12	0	1	0	1	0	0	2	0	0	0	2	2	0	0	1	0	0	2	2	0	0	1	2	0	0	1	1	2	2	2
Peptidase_A17	PF05380.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	0
Death	PF00531.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	5	0
UPF1_1B_dom	PF18141.4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	2	2	1	4	5	3
ELL	PF10390.12	1	3	2	1	0	0	0	0	1	1	0	0	0	0	1	0	1	2	2	0	0	0	0	2	0	0	0	2	3	2
Fructosamin_kin	PF03881.17	1	1	2	1	2	2	0	2	1	1	0	0	2	3	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Slx4	PF09494.13	0	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	9	1	1	2	0
COG5	PF10392.12	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	7	0	2	1	3
RRM_9	PF18444.4	1	1	2	0	0	0	0	2	1	1	0	1	0	0	0	0	0	2	2	0	0	0	0	2	2	1	1	1	1	2
NUMOD3	PF07460.14	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1
PACT_coil_coil	PF10495.12	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	1	1	0	1	1	0	2	5	1	0	2	2	2
NARG2_C	PF10505.12	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	5	4	1	2	2	2
PMI_typeI_C	PF01238.24	1	2	1	1	0	1	2	2	1	1	0	1	1	1	1	1	0	0	0	2	1	1	1	0	0	0	0	1	0	0
Gryzun	PF07919.15	1	1	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	4	3	0	2	0	0
CENP-O	PF09496.13	0	0	0	0	1	1	0	1	0	0	2	1	1	0	0	1	0	1	1	2	0	0	0	2	4	2	0	0	1	2
RNA_helicase	PF00910.25	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	10	1	1	4	0	0
DUF5917	PF19314.2	1	2	3	1	0	0	2	0	3	2	0	0	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0	3	0	0
Rax2	PF12768.10	1	1	1	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2
PAD_porph	PF04371.18	1	3	4	0	1	1	2	0	0	0	0	0	1	2	0	0	0	2	2	1	1	1	1	0	0	0	0	0	0	0
Sina	PF03145.19	0	1	0	1	1	0	1	2	0	0	2	2	1	2	0	1	0	1	0	2	1	1	1	0	0	0	0	1	2	0
Glyco_transf_7C	PF02709.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0
CENP-M	PF11111.11	0	1	1	1	1	0	0	0	1	1	2	1	0	0	1	0	0	0	0	2	1	0	1	2	4	1	0	0	0	2
7tm_3	PF00003.25	1	3	2	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0
GIT1_C	PF12205.11	1	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	4	1	2	2	0
Rdx	PF10262.12	1	1	1	1	1	1	0	3	1	1	0	2	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	3	1	0
DUF167	PF02594.19	0	1	2	0	1	1	0	1	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	5	2	1	0	2	2
GAF_2	PF13185.9	0	0	0	1	1	1	0	1	3	3	1	1	0	1	1	0	0	2	2	1	0	0	0	0	0	0	0	1	3	0
DUF2439	PF10382.12	0	1	0	0	0	0	0	1	0	0	2	0	1	0	1	1	0	0	0	1	0	0	0	2	2	8	0	1	0	2
UreF	PF01730.19	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	2	4	1	1	1	1	2
CNDH2_C	PF16858.8	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	1	1	0	0	1	2	1	5	1	0	2	1	2
UCH_C	PF18031.4	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	3	2	1	3	3	2
Transferrin	PF00405.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0
MBT	PF02820.21	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	0
Spt5_N	PF11942.11	1	1	1	0	1	1	0	0	1	1	1	2	1	2	1	1	0	0	0	1	0	0	0	1	4	0	0	1	1	0
Dis3l2_C_term	PF17877.4	1	2	2	1	0	0	1	0	5	5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
PIG-P	PF08510.15	0	1	2	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	2	2	0	2	1	1	2	2
RVP	PF00077.23	0	0	0	0	0	1	0	2	1	1	0	2	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	1	8	0
Gal-bind_lectin	PF00337.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0
CoA_binding_2	PF13380.9	0	3	2	0	1	1	1	2	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	2
CDC73_N	PF16050.8	1	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	1	2	2	2
BRE1	PF08647.14	0	1	1	0	0	0	0	1	2	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	4	4	1	2	0	0
DUF4748	PF15932.8	0	0	1	1	1	0	1	0	0	0	2	0	0	1	1	1	0	1	0	0	1	1	2	2	4	0	0	0	0	2
TPX2_importin	PF12214.11	0	0	0	1	0	0	2	0	0	0	0	2	2	0	0	0	0	1	1	1	1	1	2	0	4	1	1	0	0	2
EF-hand_11	PF08976.14	2	2	2	0	0	0	2	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	2	0	2	1	1	0	0	0
Ribosomal_L50	PF10501.12	1	1	1	0	0	1	2	2	1	1	0	2	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	1	1	0
Helitron_like_N	PF14214.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	2	0
Pdase_M17_N2	PF18295.4	0	0	0	1	0	0	2	0	0	0	2	1	0	0	1	0	0	1	1	0	0	1	1	2	2	1	1	1	2	2
PAC2	PF09754.12	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	4	3	1	2	2	0
AAA_26	PF13500.9	1	1	1	1	0	0	1	1	1	1	2	1	1	2	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Git3	PF11710.11	1	2	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	4	0	2
QVR	PF17064.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0
Proteasom_Rpn13	PF04683.16	1	3	3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	2	2	0
Sulfotransfer_1	PF00685.30	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0
FERM_N	PF09379.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0
DUF4728	PF15860.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0
POT1	PF02765.20	0	2	1	0	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	6	0	0	0	1	2
Thiamine_BP	PF01910.20	0	1	1	1	1	1	1	1	0	0	4	1	1	2	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0
DASH_Dad2	PF08654.13	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	2	3	1	1	1	2
Chloroa_b-bind	PF00504.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
TH1	PF04858.16	1	1	4	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	4	1	2
Fmp27_GFWDK	PF10347.12	0	0	0	0	1	1	0	0	2	2	0	0	1	2	0	1	0	0	0	2	0	0	0	0	0	0	0	8	1	0
MOZART1	PF12554.11	1	1	1	1	0	0	2	0	1	1	2	1	0	0	0	0	0	0	0	0	1	1	1	1	4	0	0	0	0	2
